userName Labels,Major Labels,Department Labels,program labels,researchExp,industryExp,internExp,journalPubs,Term Label,confPubs,University Labels,admit,normalized_cgpa,normalized_topper_cgpa,greTotal
,20.0,,,,,,,,,,,,,
,,,,,36.0,,,,,,,0.68,,331.0
,,20.0,,0.0,,0.0,,,,39.0,,0.916,,323.0
,,,,,,,,1.0,,39.0,0.0,,,
4265.0,,,,,,,,,,39.0,,0.76,,309.0
,,20.0,,,,,,,,,0.0,,0.86,
,20.0,,,,,,,,,,,,,
,,,1.0,,,,0.0,,,39.0,0.0,,,
,,,,,,,,1.0,0.0,39.0,0.0,,,
,,,,,0.0,,0.0,,,,,,,307.0
4383.0,,,,,0.0,,,,,,0.0,,,
,,,,,,,0.0,,,,,0.63,,
,,,,,,,,,,39.0,,,,
4492.0,,,,,,,,,,39.0,,,0.98,
,,,,,0.0,0.0,,,0.0,39.0,,,0.81,316.0
,,,,,,,,,,,0.0,0.82,0.82,313.0
,,,,,,,,,,,0.0,,,
,,,,,,,,,,,0.0,,,321.0
4654.0,,,,,,,,,,,0.0,0.89,,
,,,,,,,,,0.0,39.0,0.0,,,321.0
,20.0,,1.0,,,,,,,,0.0,,,
4730.0,,,,,,,,,,,0.0,,0.71,
,,,,,,,,,,,,0.783,,
,,,,,,,,,,39.0,0.0,,,
,,,,,,,,,,,,0.63,,
,,,,,,,,,,39.0,,0.925,1.0,
4804.0,,,,,0.0,,0.0,,,39.0,0.0,0.7,0.9,
,,,,0.0,,,,,,,0.0,,0.7,
4821.0,,,,,0.0,0.0,,,,39.0,,0.82,,
,,,,,,,,,,,,0.74,0.82,
4909.0,,,,,,,,,,,,,0.94,320.0
,52.0,,,,0.0,,,,,,,,,312.0
4975.0,,,,0.0,,,,,,39.0,0.0,0.781,,
4976.0,,,,,,,,,,,0.0,,0.788,
,,52.0,,,0.0,,,,,,,,,312.0
,,,,,,,,,,39.0,,0.829,,330.0
5046.0,,,,,,0.0,,,,,,,,
,,,,,,,,1.0,,39.0,0.0,0.643,,314.0
,20.0,,,,,,,,,39.0,,,,310.0
,20.0,,,,,,,,,,,0.867,0.94,
,,,,,,0.0,,,,,,,,328.0
,20.0,,,,,,,,0.0,39.0,0.0,,0.96,
5226.0,,,,,,,,,,,,,,
5232.0,,,,0.0,0.0,,,,,,0.0,0.79,0.95,
5233.0,,,1.0,,,,,,,39.0,0.0,,,314.0
5244.0,,,,,0.0,,,,,,,0.7498,,
5270.0,,,,,0.0,,0.0,,,39.0,,,0.83,314.0
,,,,,,,,,,39.0,0.0,0.77,,
,,,,,,,,,,,,,0.874,318.0
,,,,,,,,1.0,,,,,,320.0
,,,,,,,,,,,0.0,0.711,,327.0
,,,,0.0,,,,2.0,,39.0,0.0,,0.77,
5580.0,,,,,,,,,,,,0.75,,
,,,,,,,,,,39.0,0.0,,,
5606.0,,,1.0,,,,,1.0,,39.0,,0.703,0.9,
,,,,,0.0,,,,,39.0,,0.791,,
5617.0,,,,,,,,,,,0.0,,0.83,313.0
5625.0,,20.0,1.0,,,,,,,,,,,331.0
,,,,,,,,,0.0,39.0,0.0,,0.891,
,,,,,,,,,,39.0,,,,
,,,,,,,,,,,,0.71,,
,,,,,,,,,,39.0,0.0,,0.87,314.0
,,,,,,,,,,39.0,,0.81,,310.0
,,,,,,0.0,,1.0,,,,,0.81,
,,,,,,,,,,39.0,,,,
,,,,,,,0.0,,,39.0,0.0,,,
,52.0,,,0.0,,,,,,,0.0,0.891,0.93,
,,,,,0.0,,,,,39.0,,,0.737,
,,,,,,,,,,39.0,,0.6948,,
5896.0,,,,,,,,,,39.0,,0.866,0.869,312.0
,,,,,,,,,,,0.0,,,317.0
5945.0,,,,,,,,,,39.0,,,,318.0
5962.0,,,,0.0,,,,,,,,,0.88,
6035.0,,28.0,,,,0.0,,,,,,,,323.0
6048.0,,,,,,,,,,,,0.69,,322.0
6063.0,,,,,,,,,,,0.0,,,308.0
,,,,,,,,,,39.0,0.0,,0.88,
,,,,,,,0.0,,,,,,0.77,330.0
,,,,0.0,,,,,,,,0.69,,308.0
,,,,,0.0,,,,,,0.0,,0.55,
,28.0,,,,,,,,,39.0,,,,
,,20.0,,,,,,,,,,,,320.0
6242.0,20.0,,,,,,,1.0,,,0.0,,,315.0
6269.0,,,,,,,0.0,1.0,,39.0,0.0,,0.76,318.0
,27.0,,,,,,,,,,,,,
,,,,,,,,1.0,,,,0.92,0.99,
,,,,,,,0.0,,,39.0,0.0,,,
,,,,,,,,,,,,,0.894,
,,,,0.0,,,,1.0,,,,0.81,,
6399.0,,,,,,,0.0,,,,0.0,0.71,0.71,
,,,,,,,,,0.0,,,,,
6405.0,,,,,,,,,,39.0,,,,
6422.0,,,,,,,,,,39.0,,0.086,,323.0
,,,,,,,,,,,0.0,0.624,,321.0
6435.0,,,,,,0.0,,,0.0,39.0,,,,
6443.0,,,1.0,,,,,1.0,,,,0.76,,
6470.0,,,1.0,,,,0.0,,,39.0,0.0,0.7,0.7,326.0
6503.0,28.0,,,,,,,,,,,,0.934,322.0
,27.0,28.0,,,,,,,,,,,,
6531.0,,,,0.0,,,,,,39.0,,,0.8198,324.0
,,,,,,,,,,39.0,0.0,0.71,0.85,320.0
,,,,0.0,,,,,,39.0,0.0,,,
6662.0,,,1.0,,,,,,,,,,,
,,,,,,,,,,39.0,,,,327.0
,,,,,,,,,,,,0.69,,324.0
,,,,,,,,,0.0,39.0,,,,
,,,,,,,,,,39.0,0.0,,0.9,313.0
,,,,,,,,,,,0.0,,,318.0
,,,,,,,,,,,,0.84,0.95,313.0
,,,,,,,,,,,,0.7,,
,,20.0,,0.0,,,,,,,,0.8,,
,28.0,,1.0,,,,,,,39.0,,0.657,,
,,,,,0.0,,,,,,0.0,0.91,0.99,322.0
6945.0,,,,,0.0,,,,,,0.0,,,
,,,,,,0.0,,,,,0.0,,,
6987.0,,,,0.0,,,1.0,,,39.0,,,,
,,,,,,,,1.0,,39.0,,,0.96,
7004.0,,,,,,,,,,,0.0,0.6723,0.74,
7009.0,,,1.0,,,0.0,,,,,0.0,0.7,,
,,,,,,,,,0.0,,,,,
7084.0,,,,,,,,,,39.0,0.0,0.832,,
,,,1.0,,,,,,0.0,,,0.668,,
7154.0,,20.0,,,,,,,,39.0,,0.872,,311.0
7180.0,,,,,,,0.0,,,39.0,,,0.83,
,,,,,,,,,,,0.0,,,
,,,,,,,0.0,,,,,,0.84,
,,,1.0,,,,,,,39.0,,,,
7304.0,,,,,,,,1.0,0.0,,,,,
7334.0,,,,,,,,,,,0.0,,,
7338.0,,,,0.0,,4.0,,,,39.0,,0.87,,
,,,,,,,,,,39.0,,0.8,,
,,,1.0,,,,,,0.0,39.0,,0.766,,
,,20.0,,,0.0,,,,,39.0,0.0,,,315.0
,,,,,,,,,,39.0,0.0,,,
,,20.0,1.0,0.0,,0.0,,1.0,,,0.0,0.75,0.75,
,,,,,,0.0,,,,,,0.69,,
7460.0,,,,,0.0,0.0,,,,,,,1.0,
,,28.0,,,,,,,,,,,0.79,307.0
,,,,,,,,,,,,0.75,,
7560.0,27.0,,,,,,0.0,,0.0,,,,,
,,,,,,,,,,39.0,,,,325.0
7610.0,,27.0,,,,0.0,,,,,,,0.695,308.0
,,,,,0.0,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,0.76,,326.0
,,,,,,,,,0.0,,,0.814,,327.0
7713.0,,,,,0.0,,,,,,,,,
,,,1.0,,,,,,,39.0,0.0,,,
7753.0,20.0,,,,,,,,,,0.0,0.8783,0.95,
7768.0,,,,,,,,,,,,,,
,,,,,,,,,,,0.0,0.763,0.83,
,20.0,,,0.0,,,,,,,,,,325.0
,,,1.0,,,,,,,39.0,0.0,,0.95,320.0
7931.0,,,,,,,,,,39.0,0.0,0.762,0.89,324.0
7971.0,,,1.0,,,,,,,,,,0.8,316.0
,,,,,0.0,,,,,39.0,,,0.93,324.0
,,,,,,0.0,,,,,0.0,,,
,,,,,,,,,,,,0.675,,
,,,,,,,,,,,,,,314.0
,,,,,,,,,,39.0,,0.75,0.75,309.0
,,,,,,,,,,,,,,
8068.0,,,,,,,,,,,,,0.826,
,,,1.0,0.0,,,,1.0,,39.0,0.0,0.66,,
,,,,,,,,,,,0.0,0.85,,
8082.0,,,,,,,,2.0,,39.0,0.0,,0.8119,324.0
,,,,,,,,,,39.0,,,,
,,,,,,,,,,,,,,
8120.0,,,,,0.0,,,,,,0.0,0.94,,
,,,,,,,,,,,,,0.85,
,,,,,,,,,,39.0,,0.71,0.8,322.0
8199.0,,,,,,,,,,,,0.75,,326.0
8241.0,,,,,17.0,,,,,39.0,,,,305.0
,,,,,0.0,,,,,,0.0,,,
8266.0,,,,0.0,,,,,,,0.0,,,
8295.0,27.0,,,,0.0,,,,,39.0,,,,322.0
8336.0,,,,,,,,,,39.0,,0.775,,
,,,,,,0.0,,,,,0.0,,0.834,318.0
,,,,,,,1.0,,,,0.0,,,
,,,,,,,,,,39.0,,0.956,0.96,326.0
,,,,,,,,,,,0.0,0.623,,316.0
8472.0,,27.0,1.0,,,,,,,,0.0,0.67,,
8489.0,,,,,,,,,,,0.0,0.7935,0.91,
,,,,,,,,,,,,,,
8522.0,20.0,,,,,,,,,39.0,,,0.796,325.0
8563.0,,,,,,,,,,,0.0,,0.94,
8596.0,,,,,,,,1.0,,,,,0.96,320.0
8614.0,,27.0,,,,,,,,,0.0,0.752,0.88,319.0
,,,,,,,,,,,0.0,,,
8645.0,,,,,,,,,,,,,,
,,,,,,,,,,39.0,0.0,0.786,,
,,,,,,,,,,,,,0.85,330.0
8710.0,,,,,,,,,0.0,39.0,0.0,,0.71,
,,,,,,,,,,,,0.695,0.75,
,,,,,,,,,,,,0.64,0.8,
8798.0,,,,,,,,,,,0.0,0.794,0.91,
,,,1.0,,,,0.0,,,,,0.82,,319.0
8810.0,,,,,,,,,,,,,,
8815.0,,28.0,,,,,,1.0,,,,,,
8823.0,,,,,,,,,,39.0,0.0,,,
8858.0,,,,,,,,,,39.0,,0.7338,,
,,,,,,,,,,39.0,,0.7283,,309.0
8846.0,,,,0.0,,0.0,,,,39.0,0.0,,0.95,
,,,,,,,,,,,,,0.88,
,,,,,,,,,,39.0,,0.882,0.982,316.0
,,,,,,,,,,39.0,,,,
,,,,,,,,,,,0.0,,,
,,,,,,0.0,,,,39.0,0.0,0.781,,
8971.0,,,,,0.0,0.0,,,,,0.0,,0.8161,
,,,,,,,,,,39.0,,,,
,,,,,,,,,,39.0,0.0,,,
9034.0,,,,,,,,,,,,,0.87,
9038.0,,,,0.0,0.0,,,,0.0,,,0.77,0.89,
9039.0,,,,0.0,,,,,,,0.0,0.808,,
9116.0,,,,,,0.0,0.0,,,,,,,
,,,,,,,,,,,,0.82,,
9197.0,,27.0,,,,,,,,39.0,0.0,,,328.0
9199.0,,,,,,,,,0.0,,0.0,,,
,,,,,,,,,,39.0,,,,
9245.0,,,,,,,,,,,0.0,,,315.0
9254.0,28.0,,,,,,,,,,0.0,0.734,,
,,,,,,,,,,,,,,
,,,,,,,,1.0,,39.0,0.0,,,
9298.0,,,,,0.0,,,,,,0.0,,0.755,
,20.0,,,0.0,0.0,0.0,,,,,0.0,0.788,0.94,
9388.0,,,,,,,,,0.0,,,,0.984,
,,,,,,,,,,,0.0,,0.81,
,,,,,,,,,,,,,0.8,
,,,,,,,,,,39.0,,,,
,36.0,,,,,,,,,,,,0.74,
9545.0,,,,,,,,,0.0,,0.0,,,
,,28.0,,,,,,,,,,0.711,0.711,330.0
9576.0,,,,,,,,,,,,,0.96,
,,,,,,,,,,39.0,0.0,,0.854,313.0
,,,,0.0,,,,,,39.0,,,,
,,27.0,,,28.0,,,,,39.0,0.0,0.745,0.98,
9662.0,,,,0.0,,0.0,,,,,0.0,0.68,0.78,
,,,,,,,,,,39.0,0.0,0.7771,,
,,,,,,,,,0.0,39.0,0.0,,,
,,,,,,0.0,,,,,,0.83,,
9697.0,,,,,,,,,,,,0.64,,
,,,,0.0,,,,,,,,0.965,0.965,
,,,,,,,,2.0,0.0,,0.0,0.73,,314.0
,,20.0,,,,,,1.0,,,0.0,,,
,,,,,,,,,,39.0,0.0,,0.962,317.0
,,,,,,,,,0.0,,,,0.84,
10003.0,,,,,,,,,,39.0,0.0,,,327.0
,,,,,,,,,,,,0.77,,
10037.0,,,,,,,,,,39.0,,,,324.0
10042.0,,,1.0,,,,,,,,,0.87,,
10160.0,,,,,,,,,,39.0,0.0,,0.78,
,,,,,,,,,,,,0.912,0.995,
,,,,,,,,,,,,0.62,0.62,
,,,,,,,,,,,,,,
,,,,,,0.0,,,0.0,39.0,0.0,,,317.0
10273.0,,,,,20.0,,,,,,0.0,,,
,,,,,,,,,,39.0,0.0,,0.965,
10293.0,,,,,,0.0,,,,,0.0,0.7378,,
,,28.0,,,,,,,,,0.0,0.8,,
10300.0,,,,,,,,,,,,,0.836,328.0
,,,1.0,,,,,,,,,,,
,,,,,54.0,,,,,39.0,,,,
,,,2.0,,,,,,1.0,39.0,,0.714,,
,,28.0,,,,,,,0.0,,,0.877,1.0,
10469.0,,,,,,,,,,,,,0.983,
,,,,0.0,,,,,,39.0,,,,
10489.0,,,,,,,0.0,,,,0.0,,,315.0
,,,,,,,,,,,0.0,,0.902,320.0
,28.0,,,,,,,,,,0.0,0.75,,305.0
,,28.0,3.0,,,,,,,,,,,
,,,,0.0,,,,,,,,,,
,,,,,,,,1.0,,,,0.65,,
10633.0,,,,,,,,,,39.0,0.0,,,312.0
10649.0,,,1.0,,,,,1.0,,,,,0.84,314.0
,,,,,,,,,,,,,,
,,,,,0.0,,,,,39.0,,,,321.0
,,,,,,,,,,,,0.79,,
10664.0,,,,,,,,,,,,0.900427,,322.0
10669.0,20.0,,,,0.0,,0.0,,,39.0,0.0,,,321.0
,,,,,,,,,0.0,,0.0,,,
,,,,,24.0,,0.0,,,39.0,,,,
,,,1.0,,,,,,,,,,0.63,328.0
,,,1.0,,,3.0,,,,,,,0.94,
,,,,,,,,,0.0,,,,0.8526,
10966.0,,,,,0.0,,,,,,0.0,0.77,,322.0
,,,,,,,,2.0,,,,,,
,,,,,,,2.0,,,39.0,,,,
,,,,,,,0.0,,,,,,0.93,
11193.0,,,,,,0.0,,,,,0.0,,0.775,320.0
,,,,,,,1.0,,,39.0,,0.866,0.92,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.89,308.0
,,,,,,0.0,,,,39.0,0.0,,,306.0
,,,,,,,,,,39.0,,,0.848,323.0
,,,,0.0,0.0,,,,,,,,0.81,
11507.0,,,,,0.0,,,,,,,,0.95,
,,,,,,,0.0,,0.0,39.0,,,,
,,,,,,0.0,,,,,0.0,,,
,,,,,,,,1.0,,39.0,,,0.88,
11575.0,,,1.0,,,,,,0.0,,0.0,,,324.0
,20.0,,,,,0.0,,,,,,,0.94,
,,,,,,,,,,39.0,0.0,,,315.0
11642.0,,,,,,,,,,,,,0.979,
,52.0,,,0.0,0.0,,,,,39.0,0.0,,0.79,303.0
11655.0,,,,,,,,,,,,,0.94,
,,,,,,,0.0,,,,,,,320.0
,,,,,,,,,,,,,,302.0
,20.0,,,,,0.0,,,,,0.0,,0.75,322.0
11746.0,,,1.0,,,,,,0.0,,,,,324.0
11747.0,,,,,,,,,,39.0,,,,
,,,,,28.0,,,,,39.0,0.0,,,
11760.0,,,,,,,,,,,,,1.0,
,,,,,,,,,,,0.0,,,334.0
,,,,,,,,,,,,,,
,,,,,,,,,,,0.0,0.768,,
,,20.0,,,,,0.0,,,,,0.83,,
11993.0,20.0,,,,,,,,,,,0.853,0.95,319.0
,,,,,,0.0,,,,,,,,
12118.0,,,,,,,,,,39.0,,0.705,,
,17.0,,,,,,,,0.0,,0.0,,,318.0
,,,,,0.0,,,,,39.0,0.0,0.807,0.807,
,,,,,,,,,,,0.0,,0.85,308.0
,,,,,,,,,,39.0,,0.723,1.0,
,,,,0.0,,,,,,39.0,0.0,0.635,,330.0
,,,,,,,,,,,0.0,,0.79,
12335.0,,,,0.0,,,,,,,,0.735,,317.0
12279.0,27.0,,,,,,,,,,,,0.8,
12349.0,,,,0.0,,,,,,,,,0.84,
12350.0,,,,,,,0.0,,,,,,0.7,
,,,,,,,,,,,,,0.85,
,,,,,,,,,,,,,0.83,
,,,,,0.0,,,,,39.0,0.0,0.809,,
,,28.0,,,,0.0,0.0,,,39.0,,,,
,,,,,,,,1.0,,,0.0,,0.954,328.0
,,,1.0,,,,,,,39.0,0.0,0.875,0.95,
,,,,,,,,,,39.0,,,,
12559.0,,,,,,,,,,,,0.73,0.73,
,,,,0.0,,,,,0.0,39.0,,,,328.0
,,,,,,,0.0,,,,,0.72,,
12587.0,,28.0,,,,,,,,39.0,,0.875,1.0,
,,,,,,,,,,39.0,0.0,,0.74,
,,,,,,0.0,,,,,0.0,,,
,27.0,,,,,0.0,,,,,,,,323.0
,,27.0,,,,0.0,0.0,,,,,0.85,,
,,,,,0.0,,,,,39.0,0.0,,0.93,
,,20.0,,,,,,,,,,,0.98,
12774.0,,,,,,,,,,,,0.76,0.86,321.0
,,,,,,0.0,,,,,,,,
12799.0,,,,,,,,1.0,,39.0,0.0,,,
,,,,,,,,1.0,0.0,,0.0,,,317.0
12873.0,,,,,,,,,,,,,0.79,
12883.0,,,,,,,,,,,0.0,,,
,27.0,,,0.0,0.0,,,,,,0.0,0.748,,
12918.0,,,,,,,,,,39.0,0.0,0.75,,
12919.0,,,,0.0,,,,,,39.0,,,,310.0
12924.0,,,,,,,,,,,0.0,0.921,,
,,,1.0,,,,,,,,,,0.7391,
12971.0,,,,,,,,,,39.0,,0.817,,331.0
12984.0,,,,,,,,,,39.0,0.0,0.9,,319.0
12992.0,28.0,,,,,,,,,39.0,,0.78,0.84,
,,,,,,,,,,,,,,
,,,,,,,,,,,0.0,,0.963,
13049.0,,,,,,,,,,,0.0,,0.984,
,,,,,0.0,0.0,0.0,,,39.0,0.0,,,
13081.0,,,,,0.0,,,,,,,,0.8,
13077.0,17.0,,1.0,,,,,,,39.0,0.0,,0.75,
13112.0,20.0,,,,,,0.0,,,39.0,,,,
,,,,,,,,,,,,,,295.0
13156.0,,,,,,,,,,39.0,,0.695,,343.0
,,,,,,0.0,0.0,,,,,,,
,,28.0,,,0.0,0.0,,1.0,,,0.0,0.74,0.8,
,,,,,,,,,,,0.0,,,
,,,,,,,,,,,0.0,,,
,,,,,,,,,,39.0,0.0,0.857,,
,,,,,,,0.0,,,,,,0.93,319.0
13410.0,,,,,,,,,,,,,,
13423.0,,,,,0.0,,,,,,,,0.96,
,,,,,,,,,,,,,0.821,
,,,1.0,,,,,,,39.0,,,,
13468.0,28.0,,,,,,,,,,0.0,,,325.0
,,,,,0.0,,0.0,,,,0.0,0.73,,
13478.0,,,,,,,,,,,,0.86,,
13487.0,,,,,,,0.0,,,,,0.6,,
,,,,,0.0,,,,,,,,0.888,
13587.0,,,,,,,,,,,0.0,,0.8,
13591.0,28.0,,,,,,,,,,0.0,,,331.0
,,,1.0,0.0,,,,,,39.0,,0.0792,,319.0
,,,,,,,,,,,,0.66,,316.0
,,,,,,,,,,,,,0.82,322.0
,,,,,,,,,,38.0,,0.919,0.967,313.0
17.0,,,,,,0.0,,,,,0.0,0.995,,
,,,,0.0,0.0,,,,,,,0.664,0.82,
,,20.0,1.0,,,,,,,38.0,0.0,,,309.0
,,,,,,,,,,,,,0.84,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,0.0,,,,0.0,0.757,0.757,319.0
245.0,,,,,,,,,,,,0.7088,0.7088,
270.0,,,,,,,,,,,0.0,,0.82,
,,20.0,,,,,,,,38.0,,,0.7306,310.0
339.0,,,,,,,,,,,0.0,0.912,,
356.0,,,,0.0,,,,,,,,,0.83,
195.0,,,,,,,,,,38.0,,0.868,0.945,
,,,,,,,,,,38.0,,,0.93,328.0
,20.0,,,,,,,,,38.0,,,,322.0
,,,,,,,,,,,0.0,0.841,0.914,
427.0,,,,,0.0,,,,,,,0.65,,
,,,1.0,,,,,,,,0.0,,,
444.0,,,,,,,,,0.0,,0.0,0.768,,
,,,,,,0.0,,,,,,,,
564.0,,,,,,,,,,,,0.774,0.8004,
589.0,,,,0.0,,0.0,,,,38.0,,,,
,,20.0,,,,,,,,,0.0,,,
650.0,,,,,,,0.0,,,38.0,,,,
705.0,,,,,,,,1.0,,,,,0.63,325.0
708.0,,,,,,0.0,,1.0,,38.0,,0.84,0.98,
725.0,,,1.0,,,,,,,,,0.75,,
726.0,,,,,,,,,,,0.0,,,
741.0,,,,,,,,2.0,,,0.0,,0.78,
742.0,,,,,,,,1.0,,38.0,,,,
,,,,0.0,,,,,,,0.0,0.87,0.96,326.0
806.0,20.0,,,0.0,,,,,,,,,,
,,,,0.0,,,,,,,,,,315.0
,,,1.0,0.0,,,,,,38.0,,0.67,0.67,
,,20.0,,,,,,,,,,0.9,0.93,333.0
896.0,,,,,,,,,,,,0.52,0.76,303.0
,,,,,,,,,,38.0,,,,329.0
969.0,20.0,,,,,,,,,,0.0,,0.95,
983.0,,,,,,,,,,38.0,,,0.988,309.0
994.0,,,,0.0,,,,,0.0,,0.0,,,
1009.0,,,,,,,,,,,,0.78,0.97,328.0
1051.0,,,,,,,,,,38.0,0.0,0.68,,
1062.0,,,,,,,,1.0,,,0.0,,,
1081.0,,,,,,,,,,38.0,,0.73,,
,,,,,,,,,,38.0,,0.7146,,301.0
1154.0,,,,,,,,,,38.0,0.0,0.78,0.9,324.0
,,,,,,,,,,,,,0.86,
1254.0,,,,0.0,,,,,,38.0,0.0,,0.99,
,,,,,0.0,0.0,,,,38.0,0.0,0.69,,
,,,,0.0,,,,,,,,,,
1297.0,,,,,0.0,,,,,,0.0,,0.96,313.0
,20.0,,,,,0.0,,,,,,,,
1378.0,,,,,,2.0,,,,,,,0.91,318.0
,,,1.0,,,0.0,,,,38.0,,,,319.0
1438.0,,,,,,,,,,,,,,315.0
1475.0,,,,,,,,,,,,,0.85,
1537.0,20.0,,,,,0.0,,,0.0,,,,,321.0
1568.0,,,,,,,,,,38.0,0.0,0.86,,
,,20.0,,,,,,,,,,,0.9,320.0
,,,,,,,,,,38.0,0.0,0.685,,
,,,,,,,,,,,0.0,0.68,,315.0
,,,,,,,,,,,0.0,,0.9,
,,20.0,,,,,,,,,0.0,,0.8,
,,,,,,,,,0.0,38.0,,,,318.0
,,,,,0.0,,,,,,,,0.77,
1689.0,20.0,,,,,0.0,,,,38.0,,,,328.0
,,,,,,,,,,,,,,
1719.0,,,,,,,,,,,,,0.741,320.0
1779.0,,,,,,,,,,,,,0.0326,77.0
,,,,,,,,,,,,0.954,0.989,
,,,,,,,,,,,,,,
,,27.0,,,,,,,,38.0,0.0,0.755,0.755,
1827.0,,,,,,,,,,,,,,325.0
1841.0,,,,,,,,,,,,,0.752,
1881.0,,,,0.0,0.0,0.0,,,0.0,,0.0,0.8,,
,,,,,,,,,,38.0,,0.786,0.904,
,,,,,,,,,,,0.0,,0.77,
1925.0,,,,,,,,,,38.0,,,0.945,
,,,1.0,,,0.0,,,,38.0,,,,
,,,,0.0,,,,,,38.0,,0.806,0.806,
2109.0,,,2.0,0.0,,0.0,,,,38.0,,,0.96,330.0
,,,,,,,,,0.0,38.0,,0.55,,303.0
,,,,,,,,,,,0.0,0.876,,
,,,,,0.0,,,,,38.0,,0.917,1.0,
2274.0,,,,,,,0.0,,,38.0,,,,
2363.0,,,,,,,,1.0,,38.0,0.0,0.6886,0.76,
2421.0,,,,,,,,,,,0.0,0.833,,
2424.0,20.0,28.0,,,,,,,,,,,,
,,,,,,,,,,38.0,,0.86,0.87,
2466.0,,,,0.0,,,,,0.0,,,,,
,,,,,0.0,,,,,,0.0,,,323.0
,,,,,,,,,0.0,38.0,0.0,,,
2627.0,20.0,,,,,,,,0.0,,0.0,0.923,0.95,322.0
2664.0,,,,,,,,,,38.0,0.0,0.91,0.941,320.0
,,,,,0.0,,,,0.0,,,,0.769,
,,,,0.0,,,,,,,0.0,0.82,,318.0
2718.0,28.0,,,,,,,1.0,0.0,,,,,
2719.0,,,,,,,,,0.0,,0.0,0.708,0.85,319.0
2725.0,,,,,,,,,,,0.0,0.925,0.93,319.0
2737.0,,,,,,,,,0.0,,0.0,,1.0,310.0
,,,,,,,,,,,,0.6876,,
,,,1.0,0.0,,,,,,,0.0,,,
2789.0,,,,,,,,,,38.0,,,0.91,326.0
2825.0,,,,,,,0.0,1.0,,38.0,,0.77,0.8,
,,,,,,,,,,,,,,315.0
,,,,,,,,,,38.0,,,0.91,313.0
,,,,,,,,,0.0,,,,0.9,321.0
2926.0,20.0,,,,,,,1.0,0.0,38.0,,,,
,,,,,,,,,,38.0,0.0,,1.0,323.0
,,,1.0,,,,0.0,,0.0,38.0,,0.686,,
,20.0,,,0.0,,,,,,,0.0,,0.8129,
3004.0,,,,,,,,1.0,0.0,,0.0,,,
3019.0,,,1.0,,,,,,,,0.0,0.932,0.972,
,,,1.0,,,,,,,,0.0,,,
,,27.0,,,,,,1.0,,,,0.7642,0.85,
,,20.0,,,,,0.0,,,,,,,322.0
,,,,,,,,,,,0.0,,,
3149.0,,,,,0.0,,,,,38.0,,,,331.0
3231.0,,20.0,,,0.0,,0.0,,,,,,0.96,
,,,,,,,,,,,0.0,0.58,,
3255.0,,,,,,,,,,38.0,,,0.94,331.0
,,,,,,,,,,38.0,0.0,0.925,,
3286.0,,,,,,,,1.0,,38.0,,0.682,,
3291.0,,,,,,0.0,,,,,,,0.84,324.0
3328.0,,,,,30.0,,,1.0,,38.0,,,,
,,27.0,,,,,,,,,0.0,0.6825,,
,,27.0,,,,,,,0.0,,,,,
3439.0,,,,,0.0,,,,,,,,,
,,,1.0,,0.0,,,1.0,0.0,,,,,316.0
3475.0,,,,,,,,,,,0.0,0.873,,
3479.0,,,,,,0.0,,,,,,,,
,,,1.0,,,,,,,38.0,,,,
3511.0,,,,,,,0.0,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,38.0,0.0,,,
,,,,,0.0,,,,,38.0,,,,
3632.0,,,,,,,,,,,,0.72,0.8,
,,,,,,0.0,,,,,,0.7893,,330.0
3677.0,,,,,,,,,,,,,0.987,323.0
,,,,0.0,,,,,,,0.0,,,324.0
,,,3.0,,,,,,,,,0.82,,
,20.0,,,,,,,,,38.0,0.0,0.8307,0.8394,311.0
,,,,,,,,,,38.0,0.0,,0.8,319.0
,,,,,0.0,,0.0,,,,,0.751,,306.0
3778.0,,,,,0.0,,,,,,0.0,,,331.0
3801.0,,,,,,,,,,38.0,,,,324.0
,,,,,,,,,,38.0,,0.847,,
,,,,,,0.0,,,,38.0,,,,
,,,,,,,,,,,,,,324.0
,,,,,,,,,,38.0,0.0,,,
,,,,,0.0,,,,,,0.0,,0.86,
,,,,,,,0.0,,,,0.0,0.655,0.655,308.0
,,,,,,,,,,,,0.0874,,322.0
3970.0,,,,,,,0.0,1.0,,38.0,0.0,,,
,,,,,22.0,,,,,,0.0,0.638,,316.0
,,28.0,,,,0.0,,,,38.0,,0.68,,319.0
,,,1.0,,,,,1.0,,,,0.77,,317.0
,20.0,,,,,0.0,,,,,,,,330.0
4029.0,,,,,,,,,,,0.0,,0.95,331.0
,,,,,,,,,,38.0,,0.847,0.95,336.0
4083.0,,,,,,,,,,,,0.83,,
,,,,,,0.0,,,,38.0,,,0.81,
,,20.0,,,,,,,,,,,,322.0
4186.0,,,,0.0,,,,,,,,0.916,,
,,,,,,,,,,38.0,,,0.891,306.0
4256.0,,,1.0,,,,,1.0,0.0,,,0.77,,317.0
4257.0,,,,,,,,1.0,,38.0,,,0.87,
,,,,,,,,,,,0.0,0.78,0.86,
4283.0,,,,,,,,,,,,,,
,,,,,,,,,,38.0,,0.0794,,320.0
,,,,,,0.0,0.0,,,,0.0,0.74,0.74,
