userName Labels,Major Labels,Department Labels,program labels,researchExp,industryExp,internExp,journalPubs,Term Label,confPubs,University Labels,admit,normalized_cgpa,normalized_topper_cgpa,greTotal
,20.0,,,,,,0.0,,,,1.0,0.78,,305.0
,,,,,,,,,,,,,,
4161.0,,,,,,,,,,,,,0.8,
,,,,,,,,,,45.0,1.0,,,319.0
,,,,,,,,,,,,,,
4164.0,,,,,,,,,,,1.0,0.04,0.04,
4190.0,,,,,,,,,,,,,,320.0
,,,,,,,0.0,,,,1.0,,0.98,323.0
,,,,0.0,,,0.0,,0.0,,1.0,,,
4216.0,27.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,316.0
,,27.0,,0.0,,,,,,,,,,
,,,1.0,,,,,,,45.0,,,,
4271.0,,,,,,,,,,,,,,314.0
,20.0,,,,,,,,,45.0,,,,
4295.0,,27.0,,,0.0,,,,,,,0.857,0.857,
,,,1.0,,,0.0,,,,,1.0,0.854,0.98,
4324.0,,,,,,,,,,,1.0,0.74,0.74,
,,,,,,,,,,,1.0,,0.8,
,,,,,0.0,,,,,,1.0,,1.0,317.0
4368.0,,,,0.0,,,0.0,,,,1.0,,,
,,,,,,,,,,,1.0,0.89,0.95,329.0
4406.0,,27.0,,,,,,2.0,,,,,0.85,
4413.0,,,,0.0,,,,,,,1.0,,,325.0
4425.0,,,,,,,,,,,1.0,0.75,,299.0
,,,,,,,,1.0,,,1.0,,0.959,328.0
4433.0,,,,,,,,1.0,,45.0,,0.68,0.8,320.0
,,20.0,,,,,,,,45.0,1.0,0.888,,308.0
,,,,,,0.0,0.0,,,,,0.64,,
4453.0,,,,,,,,,,45.0,1.0,,0.906,
,,,,0.0,,,,,,,,0.797,,
,,,,,,,,1.0,,,1.0,,0.94,322.0
4475.0,,,,,,,,,,,,,,
,,,,,,,,,,45.0,,,,309.0
4487.0,,,,,,,,1.0,0.0,,,,,
,,,,,0.0,,,,,,,,,
,,,1.0,,,,0.0,,,,,0.8652,0.88,
,,,,,,,,1.0,,,,0.7,0.78,308.0
,,,,,0.0,,,,,45.0,,,,
,,,,,,0.0,,,0.0,,1.0,,0.8,318.0
4520.0,,,,,,,,,,,,,,
,,,1.0,,,,,,,45.0,1.0,,,
,,,,0.0,0.0,,0.0,,,45.0,,0.88,,
4523.0,,,1.0,,,,,,,,,0.85,,
,,,,,,,,,,,1.0,,,
4573.0,20.0,,,,22.0,,,,,45.0,,0.942,,
,,,,,,,,,0.0,45.0,,,0.95,313.0
,,,1.0,,,,,,,,,,0.81,
,,,1.0,,,,,1.0,,45.0,1.0,0.864,0.9,309.0
,,20.0,,,,,,,,45.0,,,,
,,,,,,,,,,,,,0.85,
,,,,,,,,,0.0,,1.0,,0.72,
4659.0,,,1.0,,,,,1.0,,,1.0,,0.9,
4666.0,,,,,,,,,,,1.0,0.8204,0.8204,
4677.0,,,,,,,,1.0,,45.0,1.0,,,
,,,,,,,,,0.0,,,,,
4682.0,,29.0,,,,,,,,,,,,311.0
,,,1.0,,,0.0,,1.0,,45.0,,,,
,,,,,,,,,,,1.0,,0.88,318.0
4702.0,,,,,,,,,,,1.0,,,
,,,,,,,,1.0,,45.0,1.0,0.86,0.94,324.0
4718.0,20.0,,,,,,,,,45.0,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.85,324.0
,,,1.0,,,0.0,,,,,,0.87,0.94,
,,,,,,,,,,,,,,
4762.0,,,1.0,,,,,,,,1.0,,,322.0
,,,1.0,,,,,,,45.0,1.0,0.82,0.82,
4798.0,,,,,0.0,,,,,45.0,,,0.77,303.0
,,,,,,,,,,45.0,1.0,0.75,,323.0
,,,,,,,,,,,,,,
4838.0,,28.0,,,,0.0,,,0.0,,,0.672,0.96,
,20.0,,,0.0,0.0,,,,,,,0.929,,
,20.0,,,,,,,,,45.0,,,0.78,
4852.0,28.0,,,,,,,,,,1.0,,,
,,20.0,,,,,,,,45.0,,,0.82,
,,20.0,,,,,,,,45.0,1.0,,0.803,
,,,,0.0,,,,,,,1.0,,0.83,
4903.0,,,,0.0,,,,,,,1.0,,,
,,,1.0,,,0.0,,,,,,,,320.0
4913.0,,,,,,,,,,,1.0,0.965,0.965,314.0
,,,,,,,,,,45.0,1.0,0.7897,,306.0
4927.0,,,,,,0.0,,,,,1.0,,,
4953.0,,,,,,,,1.0,,,1.0,,0.7,
,,,,,,,0.0,2.0,,,,0.61,0.83,
4989.0,,,,,,0.0,,,0.0,45.0,,0.6917,0.75,313.0
5010.0,,,,,,,,,,45.0,1.0,,0.86,
5034.0,,,,,,,,,,,,,,323.0
,,,,,,,,,,,,,,
5050.0,,,,,,,,,,,1.0,,,315.0
,,,,,,,,1.0,,45.0,1.0,,,
5066.0,,,,,,,,,,,,,,
,,,,,,,,,,,,0.7714,0.7714,
,28.0,,,0.0,,,0.0,,,45.0,,,,
,,,,,,,0.0,,,,,,0.97,315.0
,,,1.0,0.0,,,,,,45.0,1.0,,,
5121.0,,,,0.0,,,,,,45.0,1.0,0.75,,304.0
,,,,,0.0,,,,,45.0,,,0.86,
5137.0,28.0,,,,0.0,,,,,,,,,
5143.0,,,,,,,,,,,1.0,0.7,,
5145.0,,,,,,,,,,45.0,,0.906,1.0,316.0
,,,,0.0,,0.0,,,,45.0,1.0,0.64,0.78,306.0
,20.0,,,0.0,,,,,,,,,,
5172.0,,,,,,,,,,,,0.79,,328.0
,,,,,,,,,0.0,,,,,
,,,,,,,,,,,,,,
5196.0,,,,,,0.0,,,,,,,0.91,
,20.0,,1.0,,,0.0,,,0.0,,,0.81,0.98,
,,,,,,,,,,,1.0,,0.88,
5247.0,,20.0,,,,,,,0.0,,,,0.96,319.0
5261.0,20.0,,1.0,,,,,,,45.0,1.0,0.92,,
,,,,,,,,,,,1.0,,,
,,,,,,,,,,,1.0,0.7285,,
,,,,0.0,0.0,,,,,,,,,
,,,,,,,,,,,,,0.85,
5292.0,,,,,,2.0,,,,,1.0,,,310.0
,,,,,,,,,,45.0,1.0,0.909,,330.0
5304.0,,,,,,,,,,,,0.72,,
,,,,,,,,,0.0,,,0.77,0.9,
5310.0,,,,,20.0,0.0,,,,,1.0,,0.956,
,,,,,,,,1.0,,45.0,1.0,,,317.0
5329.0,,,,,,,,,,,,,,319.0
,,,,,0.0,,,,,,1.0,0.774,0.85,320.0
5341.0,,,,,,,,,,,,0.911,,317.0
,,,,,,,,,,,,0.74,0.81,
5376.0,,,,,,,,,,45.0,1.0,0.889,,
,,,,,,,,,,,,0.98,,
5384.0,,,,0.0,,,,,,45.0,1.0,,0.97,
,,,,,,,,,,,,,,310.0
,28.0,,,,,,,,,,,0.79,0.93,
5432.0,,,,,,,,,,,1.0,0.7,,
5434.0,,,,,,,,,,45.0,,,,
,,,,,,,,,,,1.0,0.915,,
,,,,,,,,,,,,,0.704,
,,,,,,,,,,45.0,,,,
5460.0,,,,,,,,,,,,,,315.0
,,,,,,,,,,,,,0.9,310.0
5501.0,,,,,,,,,,45.0,1.0,,,
,,,,,,,,1.0,,45.0,,0.76,,326.0
5533.0,,,,,,,,,,,,0.83,0.83,316.0
5535.0,,18.0,,,,,,,,45.0,,0.75,0.83,
,,,,,,,,,,,1.0,0.6413,0.72,318.0
,,,,,,,,,,45.0,,,,
,,,,,,,0.0,,,45.0,,0.74,0.82,
5550.0,,,,,,0.0,0.0,1.0,,,1.0,,0.72,
,,,,,,0.0,,,,,,,,324.0
,,,1.0,,,,,,0.0,,1.0,,,
5582.0,,,,,,,,,,,1.0,,,
,,,,,,,,,,,1.0,,,321.0
5589.0,,,,,,,,1.0,,,,,,
,,,,,,0.0,,,,,,0.72,,
,,,,,,,0.0,,,45.0,1.0,,,328.0
,20.0,,,,,,,,,,,0.77,0.85,308.0
,,,,,,0.0,,,,,,,,
,,,,0.0,,,0.0,,,45.0,,,,305.0
,,20.0,1.0,,,,,1.0,,,,,,324.0
5640.0,,27.0,,,,,,,,,,,,
,,,,,,,,2.0,,,,,0.832,319.0
,,,,0.0,,,,,,45.0,,,0.97,
5661.0,,,,,0.0,,,,,,,0.822,0.95,317.0
,,,,,,,,,,45.0,1.0,,0.71,319.0
,20.0,,,,,,,,,45.0,,,,
,,,,,,,,,,,1.0,,0.72,
,,,,,,,,1.0,,45.0,,,,
5709.0,20.0,,,0.0,,,,,,,,,,
5714.0,,,,,,,,,,,,0.674,0.74,311.0
5724.0,,,,,,,,,,,,,0.72,
,,,,,,,,,,,,0.85,,
5757.0,,,,,0.0,,,,,,1.0,0.835,0.86,
5758.0,,,,,37.0,0.0,,,,,1.0,,,310.0
,,,,,,,0.0,,,,1.0,0.79,,
,,,,,,0.0,0.0,,,,,0.69,0.78,312.0
,,,,,,,,,,45.0,,,,
5804.0,,,,,,,,,0.0,,,,,320.0
,,,,,0.0,0.0,,1.0,0.0,45.0,,0.87,0.97,
,,,,,,,,,,,1.0,0.846,,
,,,,,,0.0,,,,,1.0,0.815,0.845,301.0
5893.0,,,,,,,,,,45.0,,,,
,,,,,,,,,,,,,,321.0
5897.0,,,,,,,,,,,,,0.7922,307.0
,,,,,,,,1.0,,,1.0,,0.976,
,,,1.0,,0.0,,,,,,,0.825,0.825,
5913.0,,20.0,,,,,,,,45.0,,0.83,,
5914.0,,,,,,,,,,,,0.9,,305.0
,,20.0,,,,,,1.0,,45.0,,0.784,0.95,319.0
5952.0,,,,,,,,,,,,0.7313,,324.0
5958.0,,,,,,,,,,,,,,331.0
5996.0,,,,,,,,,0.0,45.0,,,,330.0
,,,,,,,,,,,1.0,,0.79,
6000.0,,,,,,,,,,,,,0.87,321.0
,20.0,,,,,,,,,,,,,
6007.0,,,1.0,,,,,,,,,0.847,,
6033.0,,,,,,0.0,0.0,,,,1.0,0.78,,
,,52.0,,,,,,1.0,,,1.0,0.7,,
,,,,,,,,,,,,0.9125,0.9125,
6054.0,,20.0,,,,,,,,,1.0,,0.7421,
6055.0,,20.0,,,,,,,,,,,,
,,,,,,,,,,,,,0.86,
,,,,,,,,,,,,,0.84,
,,,,0.0,,,,,,45.0,,0.821,0.96,325.0
6080.0,,,,,,,,,,45.0,1.0,0.69,,308.0
,,,,,,,,,,,,,0.98,305.0
,,,,,,,,,,,,0.76,,323.0
6116.0,,,,,,,0.0,,,,,0.745,0.9,
6117.0,,,1.0,0.0,,,,,,45.0,1.0,,,304.0
,18.0,,,,,,,,,45.0,,0.887,,319.0
6123.0,,,,,,,,,,45.0,1.0,0.952,0.982,310.0
6175.0,,,,,,,,,,45.0,,,0.84,316.0
,,,1.0,,,,,,,,1.0,,0.88,
,,,,,,,,,,45.0,1.0,,,
6199.0,,,1.0,,,,,,,45.0,,0.858,,
,,,,,,0.0,,,,,1.0,,,
,,,,,,,,,,,,0.982,0.982,
,,,,,,,,1.0,,,,,,322.0
6264.0,,,,,,,,1.0,,45.0,,,1.0,321.0
,,,,,,,,,,45.0,1.0,,,
6293.0,,,,,,,,,,,,,,
6311.0,,,,,,,0.0,,,,,,0.85,
6314.0,,,,,,,,,,,,,0.946,
6327.0,20.0,,,0.0,,,,1.0,0.0,45.0,,,0.79,321.0
6328.0,,,,,,0.0,,,,,,,0.739,
,,,,0.0,,,,,,,1.0,0.79,,
,,,,,,,,1.0,,,,,,
,,,,,,0.0,,,,,,,,322.0
6358.0,,,1.0,,,,,,,,,0.81,,
,,,,,,,,1.0,,45.0,1.0,0.917,,
6365.0,,,1.0,,,,0.0,,,,,,,
,,,,,0.0,,,,,45.0,,0.821,,
,,,,,,,,,,,,,,
,20.0,,,,,,,,,,,,0.97,
,,,,,,,0.0,1.0,,,1.0,0.71,,327.0
6407.0,,,,,,0.0,,,0.0,45.0,1.0,0.75,,
6408.0,,27.0,,,,,,,,,,,,
,,,,,,,,,,,1.0,,0.85,326.0
6430.0,,,,,,,,,,45.0,,,,
,,,,,,,0.0,1.0,,,1.0,0.7322,,316.0
,,27.0,,,,,,,,,,,,
,,,,,0.0,,,1.0,,45.0,,0.8107,,
,,,,,0.0,,,,,,1.0,,,
6487.0,,28.0,,,,,,,,,,0.88,,
6523.0,,,,,,,,,,45.0,1.0,0.886,,316.0
6540.0,,,,,,,,,,,1.0,0.66,,320.0
,,,,,,,,1.0,,45.0,,0.6972,0.6972,299.0
6555.0,,,,,,,,,,45.0,,0.93,0.93,
,,,,,,,0.0,,,45.0,,,,
6560.0,,,,,,,,,,45.0,,,,316.0
,,,,,,0.0,0.0,,,45.0,,,0.86,
6565.0,,20.0,,0.0,,,0.0,,,45.0,,,,319.0
6572.0,,,,,,,,,,,,0.85,0.93,
6579.0,,,,,,,,,,,1.0,0.885,0.912,
,,,,0.0,,0.0,,,,45.0,1.0,0.74,,
,,,,,,,,,,,1.0,,0.85,
,,,1.0,,,,,,,,,0.886,0.97,309.0
,20.0,,1.0,,,,,,0.0,45.0,,0.853,0.91,
,,,1.0,0.0,,,,,,45.0,1.0,0.888,0.95,
,,,,,,0.0,0.0,,,,1.0,,0.96,
,,28.0,,,,,,,,,1.0,,,
6660.0,,52.0,,,,,,,,,,,,
6671.0,,20.0,1.0,,,,,1.0,,,1.0,,,322.0
,,,,,,,,,,45.0,1.0,,,
6677.0,,,,,,,,,,45.0,,0.92,0.92,327.0
,20.0,,,,,,,,,,1.0,,0.77,
,28.0,,,,,,,,,45.0,,,,
,,,,,,,,,,45.0,1.0,,,
6725.0,,,1.0,,,,,,,,,,0.805,318.0
6734.0,,,,,0.0,,,,,,,0.703,0.72,
6742.0,,20.0,,,,,,,,45.0,,0.892,0.92,319.0
,,,,0.0,,,,1.0,,45.0,1.0,,,
6762.0,,,,,,,,,,45.0,1.0,,0.985,
,,,1.0,,,,,,0.0,45.0,,,,328.0
,,,,,,,,,,,1.0,,0.86,324.0
,,,,,,,,1.0,,45.0,,0.73,,
,,,1.0,,,,,,,,,0.918,,
,,,,0.0,,,,1.0,,,1.0,,,
6830.0,,,,,,0.0,0.0,,,45.0,,,1.0,319.0
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,309.0
,20.0,,,,,0.0,,,,,1.0,,0.75,
,,,1.0,0.0,,,,,,,,,0.96,
,,,,,,,,,,,1.0,,,
,,,,,,0.0,,,,,,0.884,,
6919.0,20.0,,,,,6.0,,,,45.0,1.0,,,
6920.0,,,,,,,,1.0,,45.0,1.0,0.837,0.837,
,,,,,,,,,,,1.0,,,
,,,,,,0.0,,,,,,,0.927,
,,,,,,,,,,45.0,,0.79,,156.0
,,,,,,,,,,,,,1.0,323.0
6968.0,,,,,,,,,,,1.0,,,
6984.0,,,1.0,,,,,,,,1.0,,0.953,
6991.0,,,,,,,,1.0,,,,0.84,,
6996.0,,,,,,,,,,,,0.0893,0.0942,313.0
,,27.0,,,,,,1.0,0.0,,,,,
,,,,,,,,,,45.0,1.0,,,313.0
,,,,,,,0.0,,0.0,,,,0.976,
,,,,,,,,,,,,,0.76,320.0
,,,,0.0,,,,,,,,0.64,0.72,313.0
,,,,,,,,1.0,,45.0,,,0.9,323.0
7064.0,,,,,,,,1.0,,45.0,1.0,,,
7068.0,,,,0.0,,,,,,45.0,,,,
7072.0,,27.0,,,,,,,,,,,0.98,
7077.0,,,,,,,,,0.0,,1.0,,0.88,330.0
7079.0,,,,,,,,,,,,,,319.0
7087.0,,,,,,,0.0,,,45.0,1.0,,,
7091.0,,,,,,,,,,45.0,,,,
,,,,,,,,1.0,,,,0.75,,
7152.0,,,,,,,0.0,,,,,,,
,,,,,,,,,,45.0,,0.7,0.83,321.0
,,,,,,,,,,,1.0,0.6424,,
7217.0,,,,,,,,,,,,,,
7220.0,,,,0.0,,0.0,,,,,,0.995,0.995,
7223.0,,,,,,,,,,45.0,,,0.81,
,,,,,,,,,,,,0.916,,332.0
7218.0,20.0,,,,,,,,,,,0.8,,
7240.0,,,,,,,,1.0,,45.0,,,0.78,298.0
7299.0,,,,,,,,,,45.0,1.0,0.922,,
,,,,,,,,,,,,,0.84,
7318.0,,20.0,,,,,,,,45.0,1.0,,,
7328.0,20.0,,,0.0,,,,,,45.0,,,0.0886,
,,,,,,,,,,,1.0,0.915,,321.0
,27.0,27.0,,6.0,,,,,,45.0,,,,
,,,,,,,,1.0,,,1.0,,,323.0
7380.0,,,,,,,,,,,,,0.9,
7383.0,,,,,,,,,,,1.0,,0.959,
,,,,,,,,,,45.0,1.0,0.892,0.892,323.0
7409.0,,,,,,,,,,,,0.931,,308.0
,,,,,,,,,,,,,0.777,
,,,,,,,,,,,,,0.81,
7440.0,,,,,,,,,,,,0.7,,
,,,,,0.0,,,,,45.0,,,0.7227,307.0
,,20.0,,,0.0,,,,,45.0,,,,
7469.0,20.0,,,,0.0,,,,,,1.0,0.905,,
,,,,0.0,12.0,,,,,,1.0,,,323.0
7485.0,,,,,,,,,,,,,,
7491.0,,,,,,,,,,45.0,,,,
,,,1.0,,0.0,,,1.0,,,,0.793,,326.0
7504.0,,,,,,,,,,45.0,,0.75,,
,,,,,,,,,,,1.0,,0.97,320.0
,20.0,,,,,,,,,,,,0.88,
7517.0,,,,,,,,,,45.0,,0.982,0.982,
,,20.0,,,,,,,0.0,,1.0,,,
,,,1.0,,,,,,,,1.0,0.754,,317.0
7561.0,,27.0,,,,,,,0.0,,1.0,0.7114,,
7578.0,27.0,,,,,,,,,,1.0,0.75,,316.0
,,27.0,,0.0,,,,,,,,0.82,,
,,,1.0,,,,,,,,,,,
7593.0,,,,,,,,,,45.0,,,,312.0
7604.0,,,,,,,,,,,,0.854,0.98,314.0
7607.0,,,,,,,,,,45.0,,,,309.0
,,,1.0,,0.0,,,,,,1.0,0.72,0.86,314.0
,,,,,,,,,,45.0,1.0,,0.8147,312.0
,,,,,,,,,,,,,,322.0
,,,,,,,,,,45.0,1.0,,,
,,,,,,,,,,45.0,,0.81,,319.0
7667.0,,,,,,,,,,45.0,,0.78,,
7676.0,,,,,,,0.0,,,,1.0,,0.84,
,,,,,,0.0,,,,,,0.802,,
,,,,,0.0,,,,,45.0,1.0,0.798,0.798,
,,,,,,,,1.0,,45.0,,0.83,0.93,322.0
,,,,,,,,,,,1.0,0.92,0.92,307.0
,,,,,,,,,,45.0,,,,322.0
,,,,,0.0,,,,,45.0,,,,
7731.0,,,1.0,,,,,,,,,0.953,0.953,
,,,,,,,,,,,,0.71,,
,,,,,,,0.0,,,,,,,318.0
,,,,,,,,,0.0,45.0,1.0,,,317.0
7798.0,,,,,,,0.0,,0.0,,,,,
7820.0,,,,0.0,,,,,,,,,,
,,,,,,,,,,,,,0.84,316.0
7862.0,,,,,,,,,,,,,0.82,
,,,,,,,,,,,,0.78,,315.0
,,,,,,,,,,,,0.74,,309.0
,,,,,,,0.0,,,45.0,,,,
7934.0,,20.0,,,,0.0,,,,45.0,,,0.94,
7942.0,,,,,0.0,,,,0.0,,1.0,,,
,,,,,,,,,,45.0,1.0,0.825,,
7970.0,,,,,,,,,,,1.0,,,314.0
,,,,,,,,,,,,0.78,,
7985.0,,,,0.0,,,,,,,,0.919,,
,,,,,,,,,,,,,0.83,325.0
,,,,,,,0.0,,,45.0,,,0.94,
,,,,,,,0.0,,,,1.0,,1.0,
,20.0,,,0.0,,,,,0.0,,,0.884,0.95,
,28.0,,,,,,,,,,1.0,,,
,,20.0,,,,0.0,,1.0,,45.0,,,,314.0
,,,,,,,,,,45.0,,0.9,,
,,,,,,,,,,,1.0,0.84,0.93,
8041.0,,,,,,0.0,,,0.0,,1.0,,0.6848,
,,,,,,,,,,45.0,,,,322.0
,,,,,,,,,,45.0,1.0,,,323.0
8095.0,39.0,,,,,,,,,,1.0,0.815,,
8096.0,,20.0,1.0,,,,,,0.0,,1.0,,0.75,
,,,,,,,,,,,1.0,,0.74,
8107.0,,,1.0,,,,,,0.0,,,,,325.0
,,,,,,,,,,,,,,
,,,,,,,,,0.0,,1.0,,0.85,
,,,1.0,,,,,,,45.0,,,0.98,321.0
,20.0,,,,,,,,,45.0,,0.873,,316.0
,,27.0,1.0,,,,,,,,1.0,,0.8,322.0
,,,,,0.0,,,,,,,,0.74,
8167.0,,20.0,,,,,,,,,,,0.73,
,,,,0.0,,0.0,,,,,,0.8,,311.0
,,,,,,,,,0.0,45.0,,,0.82,
,27.0,,,,0.0,,,,,45.0,,,,
,,,,,,,,,0.0,45.0,1.0,,,311.0
,,,,,,,,,,,1.0,,0.87,
,,,,0.0,,0.0,,,,,,,,
8201.0,,52.0,,,,,,,,,,0.735,,
8195.0,,,,,,,,,,,,,,309.0
,,,,,,,,,0.0,,,,0.89,
,,,,,,,,,,45.0,,0.745,,
8283.0,,,,,,,,1.0,,,1.0,,,
,,,,,,,,,,45.0,1.0,0.792,0.83,
,,,,,,0.0,,,,,,,0.88,323.0
,,,,,,,0.0,1.0,,,,,0.77,317.0
,,,,0.0,,,,,,,,,,326.0
8365.0,,,,,,,,,,45.0,1.0,0.7747,,
8369.0,,,,,0.0,,,1.0,,45.0,1.0,0.8,,311.0
,,,,,,,,,,,,,0.964,
8416.0,,,,,,,,,,,1.0,,0.79,299.0
,,,,,,,0.0,,,,,,0.78,
,20.0,,,,,0.0,0.0,,,45.0,1.0,0.746,0.746,314.0
8478.0,,,,,,,,,,,,0.71,0.89,328.0
,,,,0.0,,,,,,45.0,,0.815,,
8511.0,20.0,,,,,,,,,,,,0.85,
,,,,,,,,,,,,,0.87,
,27.0,,,,,,1.0,,,,1.0,0.983,0.983,
,,,,,0.0,,,,,,1.0,0.93,0.94,
,,,,,,,,,,45.0,1.0,0.889,,
,,,,0.0,,,,,,,,,0.89,325.0
,,,,,,0.0,,,,45.0,,,,
,,,,,,,,,,45.0,,,0.98,
,,,,,0.0,,,,,,,,,
,,,,,,,,1.0,0.0,,,0.72,0.85,
8619.0,,27.0,1.0,,0.0,,,,,,,,0.869,305.0
,,,1.0,,,,,1.0,,,1.0,,,319.0
,,,,,,,,,,45.0,,0.81,0.85,309.0
,,,1.0,,,,,,0.0,,,0.81,,
,,,,,,,,,,45.0,,,0.834,
,,,,0.0,,,,,,,,,0.86,
,,,,,,,,1.0,,,1.0,0.893,0.95,
,,,,,,,,,,,,0.974,0.974,
,,,,,,,,,,,,0.8,0.83,320.0
8718.0,,,,,,,,,,45.0,1.0,,0.86,
,,,,,,,,,0.0,45.0,,,0.98,324.0
,,,,,,0.0,,,,,1.0,,,312.0
,,,,,,,,,,45.0,1.0,0.815,1.0,
,,,,,,,,,,,,,0.098,
,,20.0,,,,,,1.0,,,,0.7585,0.76,
8745.0,,,1.0,,,,,,,45.0,1.0,,,326.0
,,,,,,,,,,45.0,,0.82,,
,,,,,,,,,,45.0,1.0,0.7368,0.812,
,27.0,,,,,,,,,45.0,,0.7922,0.82,
,,,,,,,,1.0,,,,0.87,,313.0
,,,,,,,,,,,,0.63,,
,,,,,,0.0,,1.0,,45.0,,,,
8835.0,,,,,0.0,0.0,,,,45.0,1.0,,0.78,313.0
8854.0,,,,,0.0,,,1.0,,45.0,,0.912,0.978,
8858.0,,,,,,,,1.0,,,,,0.7338,308.0
,,,,,,,,,,,1.0,,,326.0
8865.0,,20.0,,,,,0.0,,,45.0,,0.866,,
8876.0,,,,0.0,,,,,,,,,,323.0
8879.0,,,,,0.0,,,,,45.0,,,,320.0
8880.0,,,,,,,0.0,1.0,0.0,45.0,1.0,,,330.0
8895.0,,,,0.0,,,,,,,,0.858,,
8902.0,,,,,,,,,,,1.0,0.879,,
8933.0,,,,,,,,,,45.0,1.0,,,319.0
,,,,,,,,,,,1.0,0.811,,
8966.0,,,,,,,1.0,1.0,,45.0,,0.97,0.97,325.0
8970.0,,,,,,,,,,,1.0,,0.928,
,,,,0.0,,,,1.0,,45.0,,0.8161,,314.0
,,,,0.0,,,,,,,,,,
8974.0,,,1.0,,0.0,,,1.0,,,1.0,0.91,0.95,
8985.0,,,,,,,,,,,1.0,,,
,,,,,,,,,,,,0.832,,
,,,,,0.0,,,,,45.0,,,,328.0
9034.0,20.0,,1.0,,,,,,,,1.0,,,
,,,,,,,,,,45.0,,,0.96,
9061.0,,,1.0,,,,0.0,,0.0,45.0,1.0,0.838,,
,,,,,,,,,,,1.0,,0.97,
,,,,,,,,,,45.0,,,,
,,,,,,,,,,,1.0,0.927,0.936,
,,,,,0.0,,,,,45.0,1.0,0.82,0.89,
9109.0,20.0,,,,,,,,,45.0,1.0,,0.99,
,,,,,,,,,0.0,,1.0,0.924,,
,,,,,,,,,,45.0,,,,
,,,,,,,,,,,,0.82,,323.0
9140.0,,,,,,,,,,45.0,1.0,0.72,,308.0
9146.0,,,,,0.0,,,,,45.0,,0.65,,315.0
,,,,,,,,2.0,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,0.74,,
,,,,,,0.0,,,,,,,0.85,310.0
9212.0,,20.0,,,,0.0,,1.0,,45.0,1.0,0.8,,
,,,,,,,,,,,,,,
,,20.0,,,,,,,,,1.0,,0.85,
,,,,,,,,,,45.0,,,0.89,
9236.0,,,,,,,,,,,1.0,0.76,0.84,
,,,,,,,,,,,1.0,,0.962,
,,,,,0.0,,,,,,1.0,,1.0,
9245.0,,,,,0.0,,0.0,1.0,,45.0,,0.83,,
,27.0,27.0,,,,,,,,45.0,,,,
,,,,,,,,1.0,0.0,45.0,1.0,0.7,0.8,
9263.0,,,,,,,,,,,1.0,,,314.0
,,,1.0,,,,,,,,,,,321.0
,,,,,0.0,,,,,45.0,1.0,0.712,,309.0
,,,1.0,,,,,,,,1.0,,,316.0
,,,,,,,,,,,1.0,0.859,,322.0
,,,,,,,,,,,1.0,0.96,,
,,,,,,0.0,,,,,,0.78,0.84,
9360.0,,,,0.0,,,,,,,1.0,,0.93,317.0
9374.0,,,,,,,,,,,,0.823,0.92,
,,,1.0,,,,,,,45.0,,,,
,20.0,,,,,,,,,,,0.844,,
,45.0,,,,,,,,,45.0,1.0,,,
9394.0,,,,,,,,1.0,,45.0,,,,
9413.0,,,,,,,,,,,1.0,,0.96,328.0
9430.0,,,,,,,,,,,,0.7,0.7,313.0
9432.0,,,,,,,,2.0,0.0,45.0,,,,319.0
9458.0,,,,,,,,,,45.0,,,,
,20.0,,,,,,0.0,,,45.0,,0.81,0.81,
9463.0,,,,,,,,,,45.0,1.0,,,305.0
,,,,,,,,,,,1.0,0.819,0.92,
,,,,,,,0.0,,,,,0.83,0.94,
,,,,,,,,,,,,0.899,0.97,
9519.0,,,,,,,,,,,,,0.78,327.0
9522.0,,27.0,,,,,,,0.0,45.0,1.0,,,
,,,,0.0,0.0,,,,,45.0,,0.7493,0.86,
,,,3.0,,,0.0,,,,45.0,,0.859,0.98,
,,,,,,,,,,,1.0,0.941,,
9590.0,,,,,,,,,,,,0.74,,322.0
9595.0,,,,0.0,,,,,,45.0,,,0.836,306.0
9604.0,,,,,0.0,,0.0,,0.0,,,0.7,,326.0
9606.0,,27.0,,2.0,,,,,,,,,,
,,,,,,,,,,,1.0,0.63,,
9645.0,20.0,,,,,,,,,45.0,,0.81,,
9661.0,,,,,,,,,0.0,,,0.861,0.925,324.0
9681.0,,,,,30.0,,,,,45.0,,,,324.0
,,,,,,,,1.0,,,,0.785,,313.0
,,,,0.0,,,0.0,,,,,0.7904,0.85,324.0
,,,1.0,,,,,1.0,,,1.0,,,
,,,,,,,,,0.0,,1.0,,,
,,,1.0,,,,,,,,,,0.82,
9720.0,,,,,,,0.0,,,45.0,1.0,0.906,,330.0
,,,,0.0,,,,,,,1.0,0.732,,
,,,,,,,,,,,1.0,,,331.0
,,,,,,,,,,45.0,1.0,0.836,,310.0
,,,1.0,,,,,1.0,,,1.0,,,
,,,,0.0,,,,,,45.0,,0.75,,323.0
,,,,,,,,,,,,,,
9771.0,,,,,,,,,,,,,,
,20.0,,,,,,,,,45.0,1.0,,0.965,
9778.0,,,,,,,,,,45.0,1.0,,0.85,
9793.0,,,,,,,,,,,,,0.94,323.0
,52.0,,,,,,,,,,,,,
